UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
7107,L54579,L,297.5990958,313.6416361,1214,3.843298386,210
5914,M22260,M,295.903527,311.402286,2523,73.95237408,170
4775,L54581,L,301.6536609,311.8023581,1177,35.89959257,68
6215,M22262,M,300.5661511,306.2327913,1311,4.751479479,221
54,L54583,L,299.0215796,311.8836843,2622,4.450728447,186
5496,L54584,L,298.6452253,311.9752598,2343,24.79206699,152
3643,M22265,M,297.2946913,311.1413591,1654,4.81466301,93
80,L54586,L,301.4604236,308.0644679,2327,31.06466417,119
5965,H36821,H,304.2301459,309.6664893,2778,8.381922905,24
5610,L54588,L,296.9165803,306.5945184,2217,6.657515836,200
7204,L54589,L,300.7934729,309.5198552,2198,52.53096549,218
7424,L54590,L,299.2025025,307.6749732,1758,69.81804587,151
286,L54591,L,299.4095362,308.5276856,2206,33.60334326,189
9769,L54592,L,297.638155,307.0170633,2623,64.71688732,103
9136,M22273,M,302.8912409,307.5634404,2066,5.930525571,42
7964,L54594,L,299.7643516,306.320206,2591,60.41583607,58
7967,L54595,L,300.2993338,313.1512011,1374,8.371839441,53
228,M22276,M,298.1038004,309.9963266,2792,64.83839001,229
1977,M22277,M,296.9726379,308.91361,2800,68.03626991,253
2219,M22278,M,296.0903756,310.0337366,2077,61.01889573,78
9713,L54599,L,301.8698961,310.7891752,2407,63.55052898,229
3317,L54600,L,297.1053554,313.1672182,2693,44.67607643,153
1985,M22281,M,301.6486933,307.1474129,2650,23.08362382,53
3465,L54602,L,298.8914633,308.0939752,1426,50.62721699,188
9943,L54603,L,299.1251282,313.6038936,2520,35.79863205,221
3724,M22284,M,299.616433,308.7066632,1621,4.188501635,74
2346,M22285,M,298.6829183,305.8827494,1966,38.51291143,92
6601,M22286,M,296.2257038,306.8959123,1542,51.20648091,206
1461,L54607,L,298.1486127,305.9133435,1631,4.810730426,171
7514,M22288,M,301.4063561,313.7183775,1242,49.03503247,136
4574,L54609,L,301.4252165,307.9588539,1409,51.30432277,41
1209,M22290,M,297.9332636,313.1806963,2208,15.3102317,156
3796,M22291,M,299.5329442,313.7666788,2880,35.18220068,78
2509,L54612,L,297.0797145,310.5587139,2450,74.00341334,80
1668,M22293,M,297.2354232,305.9688902,1290,68.16897578,207
9689,L54614,L,295.5120332,306.3608922,2502,33.70779958,57
7740,L54615,L,303.5500683,309.6008713,1278,29.26880831,85
6540,L54616,L,297.2385013,308.9899933,2447,12.83307358,231
9624,L54617,L,297.3933117,310.6100362,1401,6.361765355,190
7004,L54618,L,297.8723332,309.2546673,2135,25.4552902,176
9122,L54619,L,296.4721543,313.2660225,1664,72.25262767,106
6678,L54620,L,301.1812185,310.0313917,2231,73.58705926,138
3413,M22301,M,295.9913152,311.3191811,2313,62.95140799,101
7707,L54622,L,296.5346623,312.9615307,2641,29.34004642,216
4310,H36857,H,301.2317619,306.8896622,1894,14.25600431,53
6541,L54624,L,298.4248777,307.5608507,2710,47.15483702,29
8784,L54625,L,301.81312,306.5692811,1259,50.86556452,193
366,L54626,L,300.4283077,306.831071,2552,34.70895584,64
5912,M22307,M,297.6553948,309.8519301,2314,54.15188672,243
2222,L54628,L,301.2876171,308.301552,1504,58.15844128,229
273,L54629,L,296.3697179,309.1277,2799,60.80688911,57
3622,L54630,L,300.2349755,313.6581676,1680,40.36730251,249
3643,L54631,L,299.3217626,306.9693052,1770,61.43144861,184
4586,L54632,L,297.764437,310.0805778,1595,5.654683832,36
602,H36867,H,300.856846,306.5008564,2624,53.3334379,246
8804,L54634,L,303.316269,308.2798201,1174,20.95415207,117
7479,M22315,M,304.4899232,309.97296,1287,23.49387723,181
327,M22316,M,300.8914175,313.3677171,1554,10.44676424,72
9899,L54637,L,299.023294,308.8689486,2541,17.80615679,68
4262,M22318,M,297.3719053,306.2257442,1808,76.01819936,241
2928,L54639,L,297.665284,308.8441077,2882,34.04040151,151
2109,L54640,L,299.7109858,306.8805035,2289,71.34132102,62
1965,L54641,L,298.6789549,307.5629159,2234,15.65908565,218
9402,L54642,L,303.7070936,310.706534,1350,18.6554837,93
4460,H36877,H,298.6883183,306.2461333,1864,44.40881216,178
9216,L54644,L,298.7356902,309.4642624,1732,29.24596898,14
5302,M22325,M,298.8285175,310.6366388,2864,50.67702718,253
1755,H36880,H,302.9969059,309.117053,2426,34.52499071,174
2082,H36881,H,301.2872526,305.8549234,1613,62.88427889,200
6282,L54648,L,300.9503534,313.6827068,1367,35.21750038,173
7866,L54649,L,298.3741158,308.6736377,2115,45.46702048,228
2076,L54650,L,302.8247184,312.0064752,1680,27.17412896,29
4029,L54651,L,295.6529475,308.3377366,2717,55.05418389,112
4202,M22332,M,303.311334,309.5476357,2157,51.46465041,78
1257,M22333,M,300.0172991,308.8465555,1380,32.70167519,147
8388,L54654,L,298.9639022,308.4745678,2569,23.89513708,56
5971,H36889,H,299.873939,305.8769962,1713,48.50679849,176
4298,L54656,L,301.4402229,308.6161696,1653,72.46144006,55
2157,M22337,M,295.4174419,312.9048689,2552,13.45641215,55
5858,L54658,L,303.3182771,311.292186,1335,61.97568982,152
41,M22339,M,299.4100036,306.8779252,2057,43.32980106,8
8874,M22340,M,298.455292,310.4883555,2098,42.06074581,236
2860,H36895,H,296.5718592,312.92707,2873,73.81060594,21
2463,M22342,M,299.3430814,311.3702757,2785,47.90768526,76
2038,L54663,L,299.8661695,306.9043436,2595,64.26169786,164
1675,M22344,M,299.0135496,312.7294432,1995,41.25394372,123
364,L54665,L,301.5436729,308.1425065,1304,21.98932514,27
2519,L54666,L,299.1722481,309.3780168,2424,54.35889176,141
8692,L54667,L,304.1450417,309.9617564,1282,71.00727864,157
3054,L54668,L,300.8133532,312.5891035,2443,65.04155096,166
2471,M22349,M,302.728797,313.2460207,2684,18.24087053,184
579,M22350,M,296.3060743,313.2301883,2480,26.86952787,132
8028,L54671,L,298.9550799,305.7644289,2240,41.42891307,11
5843,M22352,M,298.3989989,313.1672967,2643,45.41271989,162
1258,L54673,L,300.539238,306.1405344,1683,17.90966753,168
6636,L54674,L,303.2222444,307.8527666,1855,20.54489835,62
2973,L54675,L,296.0207116,309.8714016,2187,59.04290183,169
5042,L54676,L,295.9676881,309.5873981,2463,56.96710794,124
6675,M22357,M,303.1229229,310.5981493,2622,64.8944017,192
3986,M22358,M,297.2582208,309.5835145,2217,71.71728997,237
2989,L54679,L,301.4525299,313.268443,2261,26.24140946,192
1525,L54680,L,300.2944788,307.6484457,1460,66.37851284,105
6488,L54681,L,302.9626211,307.9196,2597,52.2856584,253
5840,H36916,H,296.450818,313.1579773,2425,73.52568686,170
8444,M22363,M,296.4940033,306.3215901,1398,23.60699856,187
5673,L54684,L,300.4227289,310.6374427,2454,23.43208532,147
382,L54685,L,304.0066836,311.2220612,2105,55.07256306,97
1805,L54686,L,299.1179794,309.794888,2777,71.38830435,118
1988,L54687,L,298.3078673,311.3232782,2312,63.82766404,225
5219,M22368,M,300.8815418,307.0993126,2654,56.72847981,190
2643,L54689,L,303.8601271,312.6063211,1685,31.99610962,118
24,L54690,L,302.9997361,306.8342081,2215,56.05346197,151
353,L54691,L,304.4584492,308.9465808,1873,62.11975796,219
6217,M22372,M,295.507631,306.3095866,2871,58.63919749,202
4089,L54693,L,296.3382949,310.1162097,1544,53.07182612,199
771,L54694,L,300.9071034,311.124941,2691,7.231155123,162
4754,M22375,M,302.8493032,313.3238952,1604,51.82724713,40
5570,M22376,M,297.9242479,311.6886232,2020,38.61985092,121
1748,L54697,L,297.500742,310.0829336,2836,73.80224297,15
9243,L54698,L,302.5401774,313.2541978,2137,48.00342351,121
5476,L54699,L,295.8187131,309.5753384,1666,48.07894425,79
622,L54700,L,298.6983204,310.2457658,2365,76.16721764,105
19,M22381,M,299.9534448,310.5283981,2854,10.6131911,5
8986,L54702,L,300.4552078,309.0208358,1767,23.91582556,19
3342,M22383,M,302.0032594,312.4917098,2700,51.56258316,183
7727,L54704,L,298.5645807,307.1999251,1945,26.74919944,243
1903,H36939,H,300.936696,310.1942217,2501,28.99973077,243
4638,L54706,L,300.6854539,311.5500894,1237,68.78455162,202
1941,L54707,L,300.3380681,313.022207,1372,45.97696429,135
1207,M22388,M,301.1924463,312.859739,1508,11.28861443,211
7838,L54709,L,297.6869324,309.8207963,2223,26.43079624,223
4081,M22390,M,296.0787685,310.9096078,2234,9.337049809,96
165,H36945,H,296.3972994,308.8933257,1285,44.28625915,5
6953,M22392,M,297.3661579,309.4922399,2056,16.4139247,219
1212,L54713,L,299.901821,313.0407529,1182,66.19798292,7
3160,L54714,L,303.0320733,313.2387023,2513,45.82846113,189
9674,L54715,L,301.7518987,312.9528539,2078,8.122546733,13
1496,L54716,L,302.5591736,306.820804,1794,25.70374831,130
9985,L54717,L,298.5289757,312.5856806,2528,48.66938217,129
2420,M22398,M,299.0228144,313.3817462,2723,28.22427756,21
7971,L54719,L,298.9218734,308.6261225,1857,41.15926147,224
7685,M22400,M,297.0652333,309.9010349,1941,70.00157505,234
8557,M22401,M,295.8631933,312.0106716,2782,29.28261865,84
7205,M22402,M,300.7364281,310.2528329,2572,28.25154439,197
4215,L54723,L,304.4007935,313.7472165,2702,63.47829805,231
409,L54724,L,296.8348333,309.3912783,2080,27.00547487,198
363,L54725,L,295.7295003,311.482936,1287,9.475367453,133
3441,H36960,H,302.4716915,312.1199882,1193,16.97279267,177
5273,L54727,L,297.6237913,309.7022134,2725,72.87265826,43
4419,L54728,L,302.932723,312.6415688,1231,71.7437153,7
758,L54729,L,301.7762173,310.1238522,1627,20.16632021,23
7892,M22410,M,304.0001965,309.0343715,1481,44.09493636,26
7646,M22411,M,299.0621306,306.5733718,1972,13.80039771,180
8640,L54732,L,301.3901225,308.88665,2781,52.91653136,50
2752,L54733,L,299.576664,311.6448853,2407,17.29026195,155
1792,M22414,M,301.101416,313.1624199,2647,7.424742789,186
7123,L54735,L,299.4363099,307.7386032,2153,63.85248756,247
2390,L54736,L,297.0354167,308.5774077,1903,27.48914786,68
5387,M22417,M,299.9726562,306.9470841,2056,11.70043098,210
8055,M22418,M,300.1629747,311.2948554,2731,64.50820762,200
7506,M22419,M,302.7575554,313.4775263,2149,59.30253637,24
7583,M22420,M,302.0667905,310.891713,1746,53.57761519,43
291,L54741,L,301.4068829,310.6983199,2664,70.13890608,174
8364,M22422,M,296.3431613,310.1832684,2550,39.41565912,118
301,M22423,M,301.9296699,306.4164915,2317,13.12251302,108
8116,M22424,M,299.9028074,311.608981,2139,8.26601864,119
7433,M22425,M,303.5257157,310.5766013,2028,26.98250611,12
3167,L54746,L,303.7628126,311.0579618,1874,10.12128443,180
1747,M22427,M,295.8074406,312.9803699,2877,42.78508726,52
8707,L54748,L,302.8499024,312.0500824,2278,4.855528498,36
8871,L54749,L,295.646816,312.0254135,2534,36.10596835,190
5008,H36984,H,298.6779606,313.2101885,1562,16.7919091,193
344,L54751,L,300.2891598,313.7184731,1651,30.60991359,114
29,L54752,L,296.6625273,310.4083901,1833,52.94248064,39
7237,L54753,L,302.1660871,306.5819411,1623,29.35016253,77
107,L54754,L,295.3768633,309.4189523,2667,28.64954379,188
5812,L54755,L,296.8511112,312.0795693,1377,75.92665335,94
5784,M22436,M,300.6433308,305.9245751,1692,56.12971181,133
3361,L54757,L,301.8723656,306.1607883,1843,41.20913262,24
490,L54758,L,303.7331165,306.243978,2169,45.97854739,102
3761,L54759,L,301.7905692,311.6213896,2063,48.94929557,45
8149,L54760,L,301.4803693,309.7594497,2171,5.589089043,158
8470,M22441,M,298.9279385,308.6880733,2767,9.64326219,101
4077,H36996,H,295.3118167,306.5554981,1474,51.06098478,207
5960,L54763,L,296.4054652,311.631146,2267,30.33333292,190
9566,L54764,L,300.2179018,308.3002605,2213,7.836326129,90
8820,L54765,L,301.5111949,307.849125,1227,25.45896431,93
2696,L54766,L,299.1405242,310.9837855,1553,13.28463301,67
9363,L54767,L,302.0222469,310.2279882,1223,70.50764771,38
678,L54768,L,300.1011331,308.6355262,1335,18.57296858,79
5812,L54769,L,295.982421,310.8960485,2603,14.26071917,163
3402,M22450,M,297.0665495,307.8968943,1884,49.38508988,134
2443,M22451,M,303.0279837,312.1381251,2032,41.79518852,84
555,M22452,M,301.9691973,307.5574835,2382,45.72788265,65
8995,L54773,L,303.5318103,306.9865853,1649,35.53702518,54
1163,L54774,L,296.3815267,312.0377592,2758,37.80992584,71
424,H37009,H,304.4100473,311.4339254,2607,60.49646207,41
9469,L54776,L,297.2265418,307.1793757,1507,19.81033506,154
8608,L54777,L,295.4083749,306.6415906,1963,32.66733325,129
2006,L54778,L,304.476291,312.4910326,2059,73.52968802,69
2864,L54779,L,297.8858797,311.9904477,1943,17.63095905,131
2013,M22460,M,301.445779,308.3507847,2450,25.18671772,20
4310,L54781,L,296.9254773,311.031399,2541,17.74607209,0
6582,L54782,L,300.6381025,306.7056975,1768,5.292072135,165
7648,L54783,L,303.6171219,309.807086,1604,23.44361854,59
7016,L54784,L,298.2456667,305.8517154,2413,7.182830066,75
3872,H37019,H,301.4663366,308.8719752,2604,15.0610772,90
6750,M22466,M,297.028713,306.3062269,2541,30.2032547,141
6012,M22467,M,301.0481177,309.5486922,2673,5.308504603,206
1618,L54788,L,298.3953432,309.1156213,2792,58.615238,87
1644,L54789,L,297.243116,309.2995187,2250,61.7188802,81
5699,M22470,M,298.1812749,306.0671835,1319,33.75092482,16
9996,L54791,L,296.9453378,308.6290924,2101,75.4836833,72
954,M22472,M,303.5976282,311.8275192,1707,53.230757,174
5426,L54793,L,298.9541194,308.6882064,1392,57.94294325,209
9375,L54794,L,297.5565696,311.4928928,2509,17.79947084,55
4248,L54795,L,299.4253521,308.6927777,1730,64.76545894,126
7038,M22476,M,298.2489327,309.1282395,2470,72.59937778,52
909,L54797,L,302.1486571,310.2675261,1725,21.00338013,127
6140,M22478,M,304.2352232,313.4005237,2665,53.77460063,145
6600,L54799,L,299.3299096,306.5817696,1785,58.17730834,196
4430,L54800,L,303.2215073,305.9666015,1191,26.01631571,47
8655,L54801,L,300.5059403,310.6244532,2710,38.38065539,136
9685,M22482,M,296.7465681,313.3876864,1535,10.90084601,53
5967,L54803,L,301.6537292,313.7167574,2166,16.40130173,162
9242,L54804,L,300.0235974,309.6217304,1502,8.282334122,235
4535,L54805,L,301.28558,309.4914611,2624,44.58004771,247
6241,H37040,H,303.4851242,310.9242065,1170,49.31913892,173
4490,L54807,L,299.3519981,310.2006415,2175,70.49350567,0
3539,L54808,L,303.5908341,310.8361133,2449,43.27105421,40
8459,M22489,M,302.2061549,312.7793953,1430,22.77250779,72
6019,L54810,L,299.7951653,311.74508,1288,8.129674192,159
9751,L54811,L,300.8496436,309.7247069,1188,68.22458224,211
5318,L54812,L,298.2953464,309.4411021,2072,38.66086812,76
7209,L54813,L,304.3490952,310.8807742,1307,57.47704083,39
6569,M22494,M,301.4396307,309.3912209,2668,4.866472578,138
7423,L54815,L,295.703391,309.4080127,2480,39.33651357,189
3540,L54816,L,298.3049215,305.8320778,1373,27.51260697,173
2867,H37051,H,301.0344928,307.1099195,1210,6.008116646,47
4279,L54818,L,295.8182662,309.6569605,2017,60.26898035,42
2547,L54819,L,295.5197346,312.363493,2309,41.13924033,178
2118,L54820,L,299.440223,307.9576888,2196,28.05552169,188
1800,M22501,M,298.3607497,309.9334118,1374,62.46212963,245
8315,M22502,M,299.3323472,308.4941929,1802,36.33602729,41
392,H37057,H,297.7167785,306.5489123,1512,4.054651224,153
3299,L54824,L,296.8154033,313.4622177,2333,72.55578761,103
4554,L54825,L,301.6401189,312.6228583,1539,22.41370351,10
3144,L54826,L,300.0340543,306.3357886,2423,64.26589801,24
2560,L54827,L,297.1414187,311.5302768,2355,63.23503996,39
6073,L54828,L,298.2402227,308.5153972,1714,15.6208222,24
1096,H37063,H,300.7446328,313.7582834,2555,38.30739519,83
5895,L54830,L,295.96451,308.149428,2151,6.726485635,105
4142,M22511,M,296.6565677,307.6337814,1502,29.61136179,240
4689,L54832,L,295.9738596,310.2999134,1178,57.0152598,118
8965,L54833,L,302.7733195,312.4645219,2599,21.05865742,202
4578,M22514,M,302.2221649,307.2594029,1242,12.32691336,107
5529,L54835,L,302.230479,311.4461624,2491,40.71859451,73
1199,L54836,L,301.8901932,306.1973933,2114,42.89260878,179
9643,L54837,L,301.4583459,313.1433714,2080,53.0003462,112
4751,M22518,M,299.6883256,306.3567068,2572,59.06522797,130
7872,L54839,L,301.2089591,313.1052741,1877,54.45493388,38
5791,M22520,M,295.6529263,309.6755387,2020,65.34600876,90
3039,L54841,L,301.0174727,309.329538,1943,20.0275906,162
6831,M22522,M,302.4564749,313.5837873,2053,45.27901912,240
9356,L54843,L,299.9032969,313.7221118,1903,30.01494202,246
8256,H37078,H,298.5891226,310.9664428,1801,73.84177959,167
50,L54845,L,297.852326,306.7296663,2777,35.8523493,222
6180,M22526,M,301.2137789,309.7999777,2219,73.66717433,212
1675,L54847,L,301.673771,309.9862211,2654,59.78797962,21
8697,L54848,L,303.3129019,309.8670161,1563,56.10416916,189
1592,L54849,L,298.4494736,310.3128839,1850,39.58583823,18
4345,L54850,L,302.3819052,305.8516702,2567,36.07792817,13
734,M22531,M,300.4644736,311.460941,1588,42.13270805,228
5957,M22532,M,303.4220957,311.4703938,1531,25.17648698,242
2853,M22533,M,300.1558714,306.6353052,2407,69.64832362,108
468,L54854,L,300.0621944,310.3189395,2292,61.6272717,177
2809,L54855,L,300.6164691,310.3037256,1260,62.14161819,189
8702,L54856,L,302.1937013,311.2278484,2766,35.33358175,214
7562,L54857,L,304.1751524,306.3917213,1433,8.975275432,217
5560,M22538,M,295.9767829,310.7746768,1373,53.52802875,42
2774,L54859,L,295.7915983,307.9740908,2271,31.05730891,54
2858,L54860,L,303.9254631,309.8067242,1204,67.16732675,235
3230,L54861,L,300.1748558,311.9639208,2202,60.60863832,167
3166,M22542,M,300.9571077,311.4157321,2818,14.37988874,11
5910,L54863,L,299.7382971,306.6631144,2281,47.60490518,192
1510,M22544,M,296.1616486,310.4885968,1911,54.19317381,241
3511,L54865,L,302.3664223,313.5498439,1186,45.16041581,161
166,M22546,M,302.1744667,306.9698324,2755,41.22227042,107
3527,M22547,M,298.1676706,312.6085474,1541,20.38843186,82
9594,L54868,L,298.1174011,311.3906395,1261,20.97401827,22
4004,L54869,L,303.0081407,311.9694268,1199,59.71099249,198
5515,M22550,M,295.9656868,307.9838624,2854,5.160616389,134
1415,M22551,M,303.4061674,308.0319003,1307,60.50465256,192
9568,H37106,H,297.6612875,313.0387576,2761,42.15094802,145
3154,L54873,L,300.7554597,308.6146395,2140,71.95700909,135
6690,H37108,H,303.9111464,306.2104247,2212,76.40500867,88
8255,L54875,L,301.538727,310.5648333,2340,52.10167634,41
2750,H37110,H,299.1127543,306.7110231,2412,33.81232375,92
3975,L54877,L,301.6437147,312.1524296,1900,38.38625414,214
3858,L54878,L,298.4646127,310.8981462,1921,18.66688313,92
9735,M22559,M,297.8507774,312.7852847,2410,11.02425879,0
4404,M22560,M,304.4694862,312.0571817,2732,45.93397503,78
7673,H37115,H,302.2072701,306.6081206,2750,62.44004313,142
1829,M22562,M,301.2314238,308.7866725,1225,22.85660249,155
8290,H37117,H,298.5686647,311.973938,2616,34.35072459,163
9518,M22564,M,295.7522796,309.0804659,2466,44.18752258,105
8039,L54885,L,295.5857233,313.5761604,1307,69.89496129,231
3456,L54886,L,300.3984676,311.6594976,2214,13.89235337,223
7504,H37121,H,302.310701,305.8255493,2068,21.04509468,45
2638,L54888,L,300.2438886,312.8278841,1545,70.66901689,204
2025,L54889,L,303.0352227,306.5165188,2089,6.678191182,20
5152,M22570,M,295.6075241,306.8382422,1540,51.56521816,176
2982,L54891,L,298.6741191,311.6493884,2254,50.3574843,166
8871,L54892,L,297.4810476,312.7062453,2755,31.70092277,37
1306,M22573,M,299.4149113,310.044432,1945,37.88238863,8
3102,L54894,L,295.9658628,308.0413028,2533,66.03802687,19
9982,L54895,L,304.0780111,308.5456559,1334,15.81069421,83
7015,M22576,M,297.3539497,308.4774036,2342,20.65811242,7
6840,L54897,L,303.7852315,308.3460926,1690,41.09910995,13
5685,H37132,H,299.218217,307.6675683,2798,33.62946679,61
3975,H37133,H,304.366822,310.6318235,1751,45.61431782,211
7116,H37134,H,300.3973371,312.9932831,1668,70.83709275,162
2967,L54901,L,303.8636624,308.1873675,2063,70.56502689,54
5044,L54902,L,295.3492107,307.2122238,2166,20.54533513,44
3221,L54903,L,302.183797,312.4924791,1727,25.79612782,148
1100,M22584,M,303.608066,311.708445,2539,15.5986,232
5078,L54905,L,296.5854292,313.23978,2463,71.34313904,52
3653,M22586,M,296.1843578,307.0407099,2621,32.76450868,232
4645,M22587,M,299.206068,306.8684356,2179,36.53853455,181
9863,L54908,L,303.8898459,310.0855781,2798,62.23224884,85
6205,H37143,H,300.2899564,310.6769126,1400,41.14446882,170
3203,L54910,L,300.1525995,309.5894049,1727,12.51819911,5
8705,L54911,L,296.5983603,310.5516298,2399,35.67538605,182
9276,L54912,L,295.3072635,307.1610761,2644,49.70215035,43
4998,L54913,L,302.7532888,309.5848714,2692,56.15842159,90
6524,L54914,L,296.105686,311.0305497,2088,50.78161488,195
